Approved symbol	Ensembl ID(supplied by Ensembl)
C18orf65	ENSG00000275763
C19orf12	ENSG00000131943
C19orf18	ENSG00000177025
C19orf24	ENSG00000228300
C19orf25	ENSG00000119559
C19orf33	ENSG00000167644
C19orf38	ENSG00000214212
C19orf44	ENSG00000105072
C19orf47	ENSG00000160392
C19orf48	ENSG00000167747
C19orf53	ENSG00000104979
C19orf54	ENSG00000188493
C19orf57	ENSG00000132016
C19orf67	ENSG00000188032
C19orf71	ENSG00000183397
C19orf73	ENSG00000221916
C19orf81	ENSG00000235034
C19orf84	ENSG00000262874
C19orf85	ENSG00000283567
C20orf27	ENSG00000101220
C20orf78	ENSG00000149443
C20orf85	ENSG00000124237
C20orf96	ENSG00000196476
C20orf141	ENSG00000258713
C20orf144	ENSG00000149609
C20orf173	ENSG00000125975
C20orf181	ENSG00000279610
C20orf187	ENSG00000125899
C20orf194	ENSG00000088854
C20orf197	ENSG00000176659
C20orf202	ENSG00000215595
C20orf203	ENSG00000198547
C20orf204	ENSG00000196421
C21orf58	ENSG00000160298
C21orf62	ENSG00000205929
C21orf62-AS1	ENSG00000205930
C21orf91	ENSG00000154642
C21orf91-OT1	ENSG00000240770
C22orf15	ENSG00000169314
C22orf23	ENSG00000128346
C22orf24	ENSG00000128254
C22orf31	ENSG00000100249
C22orf34	ENSG00000188511
C22orf39	ENSG00000242259
C22orf42	ENSG00000205856
C22orf46	ENSG00000184208
CA1	ENSG00000133742
CA2	ENSG00000104267
CA3	ENSG00000164879
CA3-AS1	ENSG00000253549
CA4	ENSG00000167434
CA5A	ENSG00000174990
CA5AP1	ENSG00000260133
CA5B	ENSG00000169239
CA5BP1	ENSG00000186312
CA6	ENSG00000131686
CA7	ENSG00000168748
CA8	ENSG00000178538
CA9	ENSG00000107159
CA10	ENSG00000154975
CA11	ENSG00000063180
CA12	ENSG00000074410
CA13	ENSG00000185015
CA14	ENSG00000118298
CA15P1	ENSG00000241527
CA15P2	ENSG00000273907
CA15P3	
CAAP1	ENSG00000120159
CAB39	ENSG00000135932
CAB39L	ENSG00000102547
CAB39P1	ENSG00000251303
CABCOCO1	ENSG00000183346
CABIN1	ENSG00000099991
CABLES1	ENSG00000134508
CABLES2	ENSG00000149679
CABP1	ENSG00000157782
CABP2	ENSG00000167791
CABP4	ENSG00000175544
CABP5	ENSG00000105507
CABP7	ENSG00000100314
CABS1	ENSG00000145309
CABYR	ENSG00000154040
CABYRP1	ENSG00000242983
CACD	
CACFD1	ENSG00000160325
CACHD1	ENSG00000158966
CACNA1A	ENSG00000141837
CACNA1B	ENSG00000148408
CACNA1C	ENSG00000151067
CACNA1C-AS1	ENSG00000246627
CACNA1C-AS2	ENSG00000256271
CACNA1C-AS3	ENSG00000256769
CACNA1C-AS4	ENSG00000256025
CACNA1C-IT1	ENSG00000256837
CACNA1C-IT2	ENSG00000256257
CACNA1C-IT3	ENSG00000256721
CACNA1D	ENSG00000157388
CACNA1E	ENSG00000198216
CACNA1F	ENSG00000102001
CACNA1G	ENSG00000006283
CACNA1G-AS1	ENSG00000250107
CACNA1H	ENSG00000196557
CACNA1I	ENSG00000100346
CACNA1S	ENSG00000081248
CACNA2D1	ENSG00000153956
CACNA2D2	ENSG00000007402
CACNA2D3	ENSG00000157445
CACNA2D3-AS1	ENSG00000243715
CACNA2D4	ENSG00000151062
CACNB1	ENSG00000067191
CACNB2	ENSG00000165995
CACNB3	ENSG00000167535
CACNB4	ENSG00000182389
CACNG1	ENSG00000108878
CACNG2	ENSG00000166862
CACNG3	ENSG00000006116
CACNG4	ENSG00000075461
CACNG5	ENSG00000075429
CACNG6	ENSG00000130433
CACNG7	ENSG00000105605
CACNG8	ENSG00000142408
CACTIN	ENSG00000105298
CACTIN-AS1	ENSG00000226800
CACUL1	ENSG00000151893
CACYBP	ENSG00000116161
CACYBPP1	ENSG00000225928
CACYBPP2	ENSG00000177855
CACYBPP3	ENSG00000219188
CAD	ENSG00000084774
CADM1	ENSG00000182985
CADM2	ENSG00000175161
CADM2-AS1	ENSG00000239519
CADM2-AS2	ENSG00000241648
CADM3	ENSG00000162706
CADM3-AS1	ENSG00000225670
CADM4	ENSG00000105767
CADPS	ENSG00000163618
CADPS2	ENSG00000081803
CAGE1	ENSG00000164304
CAHM	ENSG00000270419
CALB1	ENSG00000104327
CALB2	ENSG00000172137
CALCA	ENSG00000110680
CALCB	ENSG00000175868
CALCOCO1	ENSG00000012822
CALCOCO2	ENSG00000136436
CALCP	ENSG00000253179
CALCR	ENSG00000004948
CALCRL	ENSG00000064989
CALD1	ENSG00000122786
CALHM1	ENSG00000185933
CALHM2	ENSG00000138172
CALHM3	ENSG00000183128
CALHM4	ENSG00000164451
CALHM5	ENSG00000178033
CALHM6	ENSG00000188820
CALM1	ENSG00000198668
CALM1P1	ENSG00000223467
CALM1P2	ENSG00000230564
CALM2	ENSG00000143933
CALM2P1	ENSG00000267170
CALM2P2	ENSG00000229097
CALM2P3	ENSG00000215482
CALM2P4	ENSG00000233662
CALM3	ENSG00000160014
CALML3	ENSG00000178363
CALML3-AS1	ENSG00000205488
CALML4	ENSG00000129007
CALML5	ENSG00000178372
CALML6	ENSG00000169885
CALN1	ENSG00000183166
CALR	ENSG00000179218
CALR3	ENSG00000269058
CALR4P	ENSG00000227742
CALU	ENSG00000128595
CALY	ENSG00000130643
CAMK1	ENSG00000134072
CAMK1D	ENSG00000183049
CAMK1G	ENSG00000008118
CAMK2A	ENSG00000070808
CAMK2B	ENSG00000058404
CAMK2D	ENSG00000145349
CAMK2G	ENSG00000148660
CAMK2N1	ENSG00000162545
CAMK2N2	ENSG00000163888
CAMK4	ENSG00000152495
CAMKK1	ENSG00000004660
CAMKK2	ENSG00000110931
CAMKMT	ENSG00000143919
CAMKV	ENSG00000164076
CAMLG	ENSG00000164615
CAMP	ENSG00000164047
CAMSAP1	ENSG00000130559
CAMSAP2	ENSG00000118200
CAMSAP3	ENSG00000076826
CAMTA1	ENSG00000171735
CAMTA1-DT	ENSG00000237436
CAMTA1-IT1	ENSG00000237402
CAMTA2	ENSG00000108509
CAND1	ENSG00000111530
CAND2	ENSG00000144712
CANDN1	
CANT1	ENSG00000171302
CANX	ENSG00000127022
CAP1	ENSG00000131236
CAP1P1	
CAP1P2	ENSG00000232004
CAP2	ENSG00000112186
CAP2P1	ENSG00000259151
CAPG	ENSG00000042493
CAPN1	ENSG00000014216
CAPN2	ENSG00000162909
CAPN3	ENSG00000092529
CAPN5	ENSG00000149260
CAPN6	ENSG00000077274
CAPN7	ENSG00000131375
CAPN8	ENSG00000203697
CAPN9	ENSG00000135773
CAPN10	ENSG00000142330
CAPN10-DT	ENSG00000260942
CAPN11	ENSG00000137225
CAPN12	ENSG00000182472
CAPN13	ENSG00000162949
CAPN14	ENSG00000214711
CAPN15	ENSG00000103326
CAPNS1	ENSG00000126247
CAPNS1P1	ENSG00000215874
CAPNS2	ENSG00000256812
CAPRIN1	ENSG00000135387
CAPRIN2	ENSG00000110888
CAPS	ENSG00000105519
CAPS2	ENSG00000180881
CAPSL	ENSG00000152611
CAPZA1	ENSG00000116489
CAPZA1P	
CAPZA2	ENSG00000198898
CAPZA3	ENSG00000177938
CAPZB	ENSG00000077549
CARD6	ENSG00000132357
CARD8	ENSG00000105483
CARD8-AS1	ENSG00000268001
CARD9	ENSG00000187796
CARD10	ENSG00000100065
CARD11	ENSG00000198286
CARD14	ENSG00000141527
CARD16	ENSG00000204397
CARD17	ENSG00000255221
CARD18	ENSG00000255501
CARD19	ENSG00000165233
CARF	ENSG00000138380
CARHSP1	ENSG00000153048
CARM1	ENSG00000142453
CARM1P1	ENSG00000227835
CARMIL1	ENSG00000079691
CARMIL2	ENSG00000159753
CARMIL3	ENSG00000186648
CARMN	ENSG00000249669
CARNMT1	ENSG00000156017
CARNMT1-AS1	ENSG00000203321
CARNS1	ENSG00000172508
CARS	ENSG00000110619
CARS-AS1	ENSG00000247473
CARS2	ENSG00000134905
CARSP1	ENSG00000271232
CARSP2	ENSG00000253756
CARTPT	ENSG00000164326
CASC1	ENSG00000118307
CASC2	ENSG00000177640
CASC3	ENSG00000108349
CASC4	ENSG00000166734
CASC4P1	ENSG00000238132
CASC6	ENSG00000224944
CASC8	ENSG00000246228
CASC9	ENSG00000249395
CASC11	ENSG00000249375
CASC15	ENSG00000272168
CASC16	ENSG00000249231
CASC17	ENSG00000260785
CASC18	ENSG00000257859
CASC19	ENSG00000254166
CASC20	ENSG00000229876
CASC21	
CASC22	ENSG00000260887
CASC23	ENSG00000255420
CASD1	ENSG00000127995
CASK	ENSG00000147044
CASK-AS1	ENSG00000233033
CASKIN1	ENSG00000167971
CASKIN2	ENSG00000177303
CASKP1	ENSG00000234059
CASP1	ENSG00000137752
CASP1P1	ENSG00000255430
CASP1P2	ENSG00000254750
CASP1P3	
CASP2	ENSG00000106144
CASP3	ENSG00000164305
CASP3P1	ENSG00000237033
CASP4	ENSG00000196954
CASP5	ENSG00000137757
CASP6	ENSG00000138794
CASP7	ENSG00000165806
CASP8	ENSG00000064012
CASP8AP2	ENSG00000118412
CASP9	ENSG00000132906
CASP10	ENSG00000003400
CASP12	ENSG00000204403
CASP14	ENSG00000105141
CASP16P	ENSG00000228146
CASP17P	ENSG00000235505
CASQ1	ENSG00000143318
CASQ2	ENSG00000118729
CASR	ENSG00000036828
CASS4	ENSG00000087589
CAST	ENSG00000153113
CASTOR1	ENSG00000239282
CASTOR2	ENSG00000274070
CASTOR3	ENSG00000239521
CASZ1	ENSG00000130940
CAT	ENSG00000121691
CATIP	ENSG00000158428
CATIP-AS1	ENSG00000225062
CATIP-AS2	ENSG00000237281
CATR1	
CATSPER1	ENSG00000175294
CATSPER2	ENSG00000166762
CATSPER2P1	ENSG00000205771
CATSPER3	ENSG00000152705
CATSPER4	ENSG00000188782
CATSPERB	ENSG00000133962
CATSPERD	ENSG00000174898
CATSPERE	ENSG00000179397
CATSPERG	ENSG00000099338
CATSPERZ	ENSG00000219435
CAV1	ENSG00000105974
CAV2	ENSG00000105971
CAV3	ENSG00000182533
CAVIN1	ENSG00000177469
CAVIN2	ENSG00000168497
CAVIN3	ENSG00000170955
CAVIN4	ENSG00000170681
CBARP	ENSG00000099625
CBFA2T2	ENSG00000078699
CBFA2T3	ENSG00000129993
CBFB	ENSG00000067955
CBL	ENSG00000110395
CBLB	ENSG00000114423
CBLC	ENSG00000142273
CBLIF	ENSG00000134812
CBLL1	ENSG00000105879
CBLL2	ENSG00000175809
CBLN1	ENSG00000102924
CBLN2	ENSG00000141668
CBLN3	ENSG00000139899
CBLN4	ENSG00000054803
CBR1	ENSG00000159228
CBR3	ENSG00000159231
CBR3-AS1	ENSG00000236830
CBR4	ENSG00000145439
CBS	ENSG00000160200
CBSL	ENSG00000274276
CBWD1	ENSG00000172785
CBWD2	ENSG00000136682
CBWD3	ENSG00000196873
CBWD4P	ENSG00000204778
CBWD5	ENSG00000147996
CBWD6	ENSG00000215126
CBX1	ENSG00000108468
CBX1P1	ENSG00000230823
CBX1P2	ENSG00000214322
CBX1P3	ENSG00000237379
CBX1P4	ENSG00000214321
CBX1P5	ENSG00000231516
CBX2	ENSG00000173894
CBX3	ENSG00000122565
CBX3P1	ENSG00000177447
CBX3P2	
CBX3P3	ENSG00000250045
CBX3P4	ENSG00000256030
CBX3P5	ENSG00000257666
CBX3P6	ENSG00000228837
CBX3P7	ENSG00000197692
CBX3P8	ENSG00000254496
CBX3P9	ENSG00000217241
CBX4	ENSG00000141582
CBX5	ENSG00000094916
CBX5P1	ENSG00000241535
CBX6	ENSG00000183741
CBX7	ENSG00000100307
CBX8	ENSG00000141570
CBY1	ENSG00000100211
CBY3	ENSG00000204659
CC2D1A	ENSG00000132024
CC2D1B	ENSG00000154222
CC2D2A	ENSG00000048342
CC2D2B	ENSG00000188649
CCA1	
CCAL1	
CCAR1	ENSG00000060339
CCAR2	ENSG00000158941
CCAT1	
CCAT2	ENSG00000280997
CCBE1	ENSG00000183287
CCDC3	ENSG00000151468
CCDC6	ENSG00000108091
CCDC7	ENSG00000216937
CCDC8	ENSG00000169515
CCDC9	ENSG00000105321
CCDC9B	ENSG00000188549
CCDC11P1	ENSG00000251515
CCDC12	ENSG00000160799
CCDC13	ENSG00000244607
CCDC13-AS1	ENSG00000173811
CCDC14	ENSG00000175455
CCDC15	ENSG00000149548
CCDC15-DT	
CCDC17	ENSG00000159588
CCDC18	ENSG00000122483
CCDC18-AS1	ENSG00000223745
CCDC22	ENSG00000101997
CCDC24	ENSG00000159214
CCDC25	ENSG00000147419
CCDC26	ENSG00000229140
CCDC27	ENSG00000162592
CCDC28A	ENSG00000024862
CCDC28B	ENSG00000160050
CCDC30	ENSG00000186409
CCDC32	ENSG00000128891
CCDC33	ENSG00000140481
CCDC34	ENSG00000109881
CCDC34P1	ENSG00000250556
CCDC36	ENSG00000173421
CCDC37-DT	ENSG00000249833
CCDC38	ENSG00000165972
CCDC39	
CCDC39-AS1	ENSG00000243187
CCDC40	ENSG00000141519
CCDC42	ENSG00000161973
CCDC43	ENSG00000180329
CCDC47	ENSG00000108588
CCDC50	ENSG00000152492
CCDC51	ENSG00000164051
CCDC54	ENSG00000138483
CCDC57	ENSG00000176155
CCDC58	ENSG00000160124
CCDC58P1	ENSG00000264311
CCDC58P2	ENSG00000236944
CCDC58P3	ENSG00000267076
CCDC58P4	
CCDC58P5	ENSG00000256681
CCDC59	ENSG00000133773
CCDC60	ENSG00000183273
CCDC61	ENSG00000104983
CCDC62	ENSG00000130783
CCDC63	ENSG00000173093
CCDC65	ENSG00000139537
CCDC66	ENSG00000180376
CCDC68	ENSG00000166510
CCDC69	ENSG00000198624
CCDC70	ENSG00000123171
CCDC71	ENSG00000177352
CCDC71L	ENSG00000253276
CCDC73	ENSG00000186714
CCDC74A	ENSG00000163040
CCDC74B	ENSG00000152076
CCDC74BP1	ENSG00000250261
CCDC75P1	ENSG00000182921
CCDC77	ENSG00000120647
CCDC78	ENSG00000162004
CCDC80	ENSG00000091986
CCDC81	ENSG00000149201
CCDC82	ENSG00000149231
CCDC83	ENSG00000150676
CCDC84	ENSG00000186166
CCDC84-DT	
CCDC85A	ENSG00000055813
CCDC85B	ENSG00000175602
CCDC85C	ENSG00000205476
CCDC86	ENSG00000110104
CCDC87	ENSG00000182791
CCDC88A	ENSG00000115355
CCDC88B	ENSG00000168071
CCDC88C	ENSG00000015133
CCDC89	ENSG00000179071
CCDC90B	ENSG00000137500
CCDC91	ENSG00000123106
CCDC92	ENSG00000119242
CCDC92B	ENSG00000261963
CCDC93	ENSG00000125633
CCDC96	ENSG00000173013
CCDC97	ENSG00000142039
CCDC102A	ENSG00000135736
CCDC102B	ENSG00000150636
CCDC103	ENSG00000167131
CCDC105	ENSG00000160994
CCDC106	ENSG00000173581
CCDC107	ENSG00000159884
CCDC110	ENSG00000168491
CCDC112	ENSG00000164221
CCDC113	ENSG00000103021
CCDC114	ENSG00000105479
CCDC115	ENSG00000136710
CCDC116	ENSG00000161180
CCDC117	ENSG00000159873
CCDC120	ENSG00000147144
CCDC121	ENSG00000176714
CCDC122	ENSG00000151773
CCDC124	ENSG00000007080
CCDC125	ENSG00000183323
CCDC126	ENSG00000169193
CCDC127	ENSG00000164366
CCDC130	ENSG00000104957
CCDC134	ENSG00000100147
CCDC136	ENSG00000128596
CCDC137	ENSG00000185298
CCDC137P	
CCDC138	ENSG00000163006
CCDC140	ENSG00000163081
CCDC141	ENSG00000163492
CCDC142	ENSG00000135637
CCDC144A	ENSG00000170160
CCDC144B	ENSG00000154874
CCDC144CP	ENSG00000154898
CCDC144NL	ENSG00000205212
CCDC144NL-AS1	ENSG00000233098
CCDC146	ENSG00000135205
CCDC148	ENSG00000153237
CCDC148-AS1	ENSG00000227480
CCDC149	ENSG00000181982
CCDC150	ENSG00000144395
CCDC150P1	
CCDC151	ENSG00000198003
CCDC152	ENSG00000198865
CCDC153	ENSG00000248712
CCDC154	ENSG00000197599
CCDC155	ENSG00000161609
CCDC157	ENSG00000187860
CCDC158	ENSG00000163749
CCDC159	ENSG00000183401
CCDC160	ENSG00000203952
CCDC162P	ENSG00000203799
CCDC163	ENSG00000280670
CCDC166	ENSG00000255181
CCDC167	ENSG00000198937
CCDC168	ENSG00000175820
CCDC169	ENSG00000242715
CCDC169-SOHLH2	ENSG00000250709
CCDC170	ENSG00000120262
CCDC171	ENSG00000164989
CCDC172	ENSG00000182645
CCDC173	ENSG00000154479
CCDC174	ENSG00000154781
CCDC175	ENSG00000151838
CCDC177	ENSG00000267909
CCDC178	ENSG00000166960
CCDC179	ENSG00000255359
CCDC180	ENSG00000197816
CCDC181	ENSG00000117477
CCDC182	ENSG00000166329
CCDC183	ENSG00000213213
CCDC183-AS1	ENSG00000228544
CCDC184	ENSG00000177875
CCDC185	ENSG00000178395
CCDC186	ENSG00000165813
CCDC187	ENSG00000260220
CCDC188	ENSG00000234409
CCDC189	ENSG00000196118
CCDC190	ENSG00000185860
CCDC191	ENSG00000163617
CCDC192	ENSG00000230561
CCDC194	ENSG00000269720
CCDC195	ENSG00000283428
CCDC196	ENSG00000196553
CCDC197	ENSG00000175699
CCDC198	ENSG00000100557
CCDC200	ENSG00000236383
CCDC201	
CCEPR	
CCER1	ENSG00000197651
CCER2	ENSG00000262484
CCHCR1	ENSG00000204536
CCIN	ENSG00000185972
CCK	ENSG00000187094
CCKAR	ENSG00000163394
CCKBR	ENSG00000110148
CCL1	ENSG00000108702
CCL2	ENSG00000108691
CCL3	ENSG00000277632
CCL3L1	ENSG00000276085
CCL3L3	ENSG00000276085
CCL3P1	
CCL4	ENSG00000275302
CCL4L1	
CCL4L2	ENSG00000276070
CCL5	ENSG00000271503
CCL7	ENSG00000108688
CCL8	ENSG00000108700
CCL11	ENSG00000172156
CCL13	ENSG00000181374
CCL14	ENSG00000276409
CCL15	ENSG00000275718
CCL15-CCL14	ENSG00000275688
CCL16	ENSG00000275152
CCL17	ENSG00000102970
CCL18	ENSG00000275385
CCL19	ENSG00000172724
CCL20	ENSG00000115009
CCL21	ENSG00000137077
CCL22	ENSG00000102962
CCL23	ENSG00000274736
CCL24	ENSG00000106178
CCL25	ENSG00000131142
CCL26	ENSG00000006606
CCL27	ENSG00000213927
CCL28	ENSG00000151882
CCM2	ENSG00000136280
CCM2L	ENSG00000101331
CCN1	ENSG00000142871
CCN2	ENSG00000118523
CCN3	ENSG00000136999
CCN4	ENSG00000104415
CCN5	ENSG00000064205
CCN6	ENSG00000112761
CCNA1	ENSG00000133101
CCNA2	ENSG00000145386
CCNB1	ENSG00000134057
CCNB1IP1	ENSG00000100814
CCNB1IP1P1	ENSG00000229815
CCNB1IP1P2	ENSG00000230860
CCNB1IP1P3	ENSG00000231001
CCNB2	ENSG00000157456
CCNB2P1	ENSG00000214998
CCNB3	ENSG00000147082
CCNB3P1	ENSG00000249616
CCNC	ENSG00000112237
CCND1	ENSG00000110092
CCND2	ENSG00000118971
CCND2-AS1	ENSG00000255920
CCND2P1	ENSG00000256847
CCND3	ENSG00000112576
CCND3P1	ENSG00000224473
CCND3P2	ENSG00000265836
CCNDBP1	ENSG00000166946
CCNE1	ENSG00000105173
CCNE2	ENSG00000175305
CCNF	ENSG00000162063
CCNG1	ENSG00000113328
CCNG1P1	ENSG00000218991
CCNG2	ENSG00000138764
CCNG2P1	ENSG00000258112
CCNH	ENSG00000134480
CCNHP1	ENSG00000251433
CCNI	ENSG00000118816
CCNI2	ENSG00000205089
CCNJ	ENSG00000107443
CCNJL	ENSG00000135083
CCNJP1	ENSG00000227491
CCNJP2	ENSG00000223896
CCNK	ENSG00000090061
CCNL1	ENSG00000163660
CCNL2	ENSG00000221978
CCNL2P1	ENSG00000248283
CCNO	ENSG00000152669
CCNQ	ENSG00000262919
CCNQP1	ENSG00000233827
CCNQP2	ENSG00000231514
CCNQP3	ENSG00000231184
CCNT1	ENSG00000129315
CCNT2	ENSG00000082258
CCNT2-AS1	ENSG00000224043
CCNT2P1	ENSG00000225672
CCNY	ENSG00000108100
CCNYL1	ENSG00000163249
CCNYL2	ENSG00000182632
CCNYL3	ENSG00000216671
CCP110	ENSG00000103540
CCPG1	ENSG00000260916
CCR1	ENSG00000163823
CCR2	ENSG00000121807
CCR3	ENSG00000183625
CCR4	ENSG00000183813
CCR5	ENSG00000160791
CCR6	ENSG00000112486
CCR7	ENSG00000126353
CCR8	ENSG00000179934
CCR9	ENSG00000173585
CCR10	ENSG00000184451
CCR12P	ENSG00000238241
CCRL2	ENSG00000121797
CCS	ENSG00000173992
CCSAP	ENSG00000154429
CCSER1	ENSG00000184305
CCSER2	ENSG00000107771
CCT	
CCT2	ENSG00000166226
CCT3	ENSG00000163468
CCT3P1	
CCT4	ENSG00000115484
CCT4P1	ENSG00000242703
CCT4P2	ENSG00000225569
CCT5	ENSG00000150753
CCT5P1	ENSG00000250444
CCT5P2	ENSG00000230584
CCT6A	ENSG00000146731
CCT6B	ENSG00000132141
CCT6P1	ENSG00000228409
CCT6P2	ENSG00000250526
CCT6P3	ENSG00000234585
CCT6P4	ENSG00000232610
CCT6P5	
CCT7	ENSG00000135624
CCT7P1	ENSG00000217733
CCT7P2	ENSG00000249958
CCT8	ENSG00000156261
CCT8L1P	ENSG00000020219
CCT8L2	ENSG00000198445
CCT8P1	ENSG00000226015
CCV	
CCZ1	ENSG00000122674
CCZ1B	ENSG00000146574
CD1A	ENSG00000158477
CD1B	ENSG00000158485
CD1C	ENSG00000158481
CD1D	ENSG00000158473
CD1E	ENSG00000158488
CD2	ENSG00000116824
CD2AP	ENSG00000198087
CD2BP2	ENSG00000169217
CD3D	ENSG00000167286
CD3E	ENSG00000198851
CD3EAP	ENSG00000117877
CD3G	ENSG00000160654
CD4	ENSG00000010610
CD5	ENSG00000110448
CD5L	ENSG00000073754
CD6	ENSG00000013725
CD7	ENSG00000173762
CD8A	ENSG00000153563
CD8B	ENSG00000172116
CD8B2	ENSG00000254126
CD9	ENSG00000010278
CD14	ENSG00000170458
CD19	ENSG00000177455
CD22	ENSG00000012124
CD24	ENSG00000272398
CD24P1	ENSG00000236500
CD24P2	ENSG00000261333
CD24P3	
CD24P4	ENSG00000185275
CD27	ENSG00000139193
CD27-AS1	ENSG00000215039
CD28	ENSG00000178562
CD33	ENSG00000105383
CD34	ENSG00000174059
CD36	ENSG00000135218
CD37	ENSG00000104894
CD38	ENSG00000004468
CD40	ENSG00000101017
CD40LG	ENSG00000102245
CD44	ENSG00000026508
CD44-AS1	ENSG00000255443
CD46	ENSG00000117335
CD46P1	ENSG00000244703
CD47	ENSG00000196776
CD48	ENSG00000117091
CD52	ENSG00000169442
CD53	ENSG00000143119
CD55	ENSG00000196352
CD58	ENSG00000116815
CD59	ENSG00000085063
CD63	ENSG00000135404
CD68	ENSG00000129226
CD69	ENSG00000110848
CD70	
CD72	ENSG00000137101
CD74	ENSG00000019582
CD79A	ENSG00000105369
CD79B	ENSG00000007312
CD80	ENSG00000121594
CD81	ENSG00000110651
CD81-AS1	ENSG00000238184
CD82	ENSG00000085117
CD83	ENSG00000112149
CD83P1	ENSG00000219738
CD84	ENSG00000066294
CD86	ENSG00000114013
CD93	ENSG00000125810
CD96	ENSG00000153283
CD99	ENSG00000002586
CD99L2	ENSG00000102181
CD99P1	ENSG00000223773
CD101	ENSG00000134256
CD109	ENSG00000156535
CD151	ENSG00000177697
CD160	ENSG00000117281
CD163	ENSG00000177575
CD163L1	ENSG00000177675
CD164	ENSG00000135535
CD164L2	ENSG00000174950
CD177	ENSG00000204936
CD177P1	ENSG00000204933
CD180	ENSG00000134061
CD200	ENSG00000091972
CD200R1	ENSG00000163606
CD200R1L	ENSG00000206531
CD200R1L-AS1	ENSG00000242770
CD207	ENSG00000116031
CD209	ENSG00000090659
CD226	ENSG00000150637
CD244	ENSG00000122223
CD247	ENSG00000198821
CD248	ENSG00000174807
CD274	ENSG00000120217
CD276	ENSG00000103855
CD300A	ENSG00000167851
CD300C	ENSG00000167850
CD300E	ENSG00000186407
CD300H	ENSG00000284690
CD300LB	ENSG00000178789
CD300LD	ENSG00000204345
CD300LF	ENSG00000186074
CD300LG	ENSG00000161649
CD302	ENSG00000241399
CD320	ENSG00000167775
CDA	ENSG00000158825
CDADC1	ENSG00000102543
CDAN1	ENSG00000140326
CDAN3	
CDB2	
CDC5L	ENSG00000096401
CDC6	ENSG00000094804
CDC7	ENSG00000097046
CDC14A	ENSG00000079335
CDC14B	ENSG00000081377
CDC14C	ENSG00000218305
CDC16	ENSG00000130177
CDC20	ENSG00000117399
CDC20B	ENSG00000164287
CDC20P1	ENSG00000231007
CDC23	ENSG00000094880
CDC25A	ENSG00000164045
CDC25B	ENSG00000101224
CDC25C	ENSG00000158402
CDC26	ENSG00000176386
CDC26P1	
CDC27	ENSG00000004897
CDC27P1	ENSG00000233786
CDC27P2	ENSG00000237447
CDC27P3	ENSG00000283005
CDC27P4	
CDC27P5	
CDC27P6	
CDC27P7	
CDC27P8	
CDC27P9	
CDC27P10	
CDC27P11	
CDC34	ENSG00000099804
CDC37	ENSG00000105401
CDC37L1	ENSG00000106993
CDC37L1-DT	ENSG00000273061
CDC37P1	ENSG00000259982
CDC37P2	ENSG00000261089
CDC40	ENSG00000168438
CDC42	ENSG00000070831
CDC42-AS1	
CDC42-IT1	ENSG00000230068
CDC42BPA	ENSG00000143776
CDC42BPB	ENSG00000198752
CDC42BPG	ENSG00000171219
CDC42EP1	ENSG00000128283
CDC42EP2	ENSG00000149798
CDC42EP3	ENSG00000163171
CDC42EP3P1	ENSG00000268992
CDC42EP4	ENSG00000179604
CDC42EP5	ENSG00000167617
CDC42P1	ENSG00000234933
CDC42P2	ENSG00000234844
CDC42P3	ENSG00000253971
CDC42P4	ENSG00000249965
CDC42P5	ENSG00000253439
CDC42P6	ENSG00000237350
CDC42SE1	ENSG00000197622
CDC42SE2	ENSG00000158985
CDC45	ENSG00000093009
CDC73	ENSG00000134371
CDC123	ENSG00000151465
CDCA2	ENSG00000184661
CDCA3	ENSG00000111665
CDCA4	ENSG00000170779
CDCA4P1	ENSG00000229029
CDCA4P2	ENSG00000224466
CDCA4P3	ENSG00000226289
CDCA4P4	ENSG00000234219
CDCA5	ENSG00000146670
CDCA7	ENSG00000144354
CDCA7L	ENSG00000164649
CDCA8	ENSG00000134690
CDCP1	ENSG00000163814
CDCP2	ENSG00000157211
CDH1	ENSG00000039068
CDH2	ENSG00000170558
CDH3	ENSG00000062038
CDH4	ENSG00000179242
CDH5	ENSG00000179776
CDH6	ENSG00000113361
CDH7	ENSG00000081138
CDH8	ENSG00000150394
CDH9	ENSG00000113100
CDH10	ENSG00000040731
CDH11	ENSG00000140937
CDH12	ENSG00000154162
CDH12P1	ENSG00000254335
CDH12P2	ENSG00000249230
CDH12P3	ENSG00000253492
CDH12P4	ENSG00000253900
CDH13	ENSG00000140945
CDH15	ENSG00000129910
CDH16	ENSG00000166589
CDH17	ENSG00000079112
CDH18	ENSG00000145526
CDH18-AS1	ENSG00000249854
CDH19	ENSG00000071991
CDH20	ENSG00000101542
CDH22	ENSG00000149654
CDH23	ENSG00000107736
CDH23-AS1	ENSG00000223817
CDH24	ENSG00000139880
CDH26	ENSG00000124215
CDHR1	ENSG00000148600
CDHR2	ENSG00000074276
CDHR3	ENSG00000128536
CDHR4	ENSG00000187492
CDHR5	ENSG00000099834
CDIP1	ENSG00000089486
CDIPT	ENSG00000103502
CDIPTOSP	ENSG00000214725
CDK1	ENSG00000170312
CDK2	ENSG00000123374
CDK2AP1	ENSG00000111328
CDK2AP2	ENSG00000167797
CDK2AP2P1	ENSG00000278647
CDK2AP2P2	ENSG00000237451
CDK2AP2P3	ENSG00000226020
CDK3	ENSG00000250506
CDK4	ENSG00000135446
CDK4P1	ENSG00000225036
